"__mclCluster","EnrichmentMap::Colouring (scat_u_en_2)","EnrichmentMap::ES (scat_u_en_2)","EnrichmentMap::fdr_qvalue (scat_u_en_2)","EnrichmentMap::fwer_qvalue (scat_u_en_2)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (scat_u_en_2)","EnrichmentMap::pvalue (scat_u_en_2)","MCODE::Clusters (1)","MCODE::Node Status (1)","MCODE::Score (1)","name","selected","shared name"
"1","0.9999999943274926",,"5.672507389536434E-9",,"FBP1|SLIT1|SLIT3|STC2|INHBA|NOG|FSTL4|HRG|BMP10|TNR|SEMA3F|SEMA3G|WNT5A|CRYAB|NTN1|SERPINE2|BMP4|WNT11|SFRP1","negative regulation of growth","19","ENR","GO:0045926","1.0","5.672507389536434E-9","Cluster 2","Clustered","73.73063683304647","GO:0045926","false","GO:0045926"
"1","0.9996782887119974",,"3.217112880026566E-4",,"LAMA5|SLIT1|SLIT3|MATN2|NOG|GDNF|SEMA3F|SEMA3G|WNT5A|EPHB6|NTN1|LAMB2|LAMA3|APP","axon guidance","14","ENR","GO:0007411","1.0","3.217112880026566E-4","Cluster 7","Clustered","63.46997929606625","GO:0007411","false","GO:0007411"
"1","0.9999818568927907",,"1.8143107209230906E-5",,"LTBP4|NTN4|LTBP3|FBLN5|LAMB3|LAMB2|THSD4|LOX","extracellular matrix assembly","8","ENR","GO:0085029","1.0","1.8143107209230906E-5","Cluster 9","Clustered","13.0","GO:0085029","false","GO:0085029"
"1","0.9993874199704951",,"6.125800295048748E-4",,"FGF2|LAMA5|PGF|BMP2|BMP4|NOG|WNT11|FGF1|GDNF|SFRP1","kidney epithelium development","10","ENR","GO:0072073","1.0","6.125800295048748E-4","Cluster 1","Clustered","110.12366737739872","GO:0072073","false","GO:0072073"
"1","0.976784744224633",,"0.023215255775367018",,"OLFM1|SLIT3|BMP2|CCN1|BMP4","heart valve morphogenesis","5","ENR","GO:0003179","1.0","0.023215255775367018","Cluster 7","Clustered","58.60970608339029","GO:0003179","false","GO:0003179"
"1","0.9520517029137228",,"0.04794829708627729",,"APOA5|APOH","regulation of lipoprotein lipase activity","2","ENR","GO:0051004","1.0","0.04794829708627729","Cluster 5","Clustered","30.0","GO:0051004","false","GO:0051004"
"1","0.9996620490332107",,"3.379509667893905E-4",,"LAMA5|SLIT1|SLIT3|MATN2|NOG|GDNF|SEMA3F|SEMA3G|WNT5A|EPHB6|NTN1|LAMB2|LAMA3|APP","neuron projection guidance","14","ENR","GO:0097485","1.0","3.379509667893905E-4","Cluster 7","Clustered","63.46997929606625","GO:0097485","false","GO:0097485"
"1","0.9999999999999918",,"8.184484780995535E-15",,"IL17D|SERPINE1|LEP|SERPINF2|THBS1|BAG6|NOG|ITIH1|HRG|FGF1|GDNF|CCK|FGF9|BMP2|CRYAB|KNG1|BMP6|FGF21|WFDC9|ITLN1|SFRP1|KNG2|REG1|WFDC13|VEGFC|GSN|BMP10|FGF5|CEMIP|WNT9A|FGF2|CCBE1|SPOCK1|MAPT|CCN1|SERPINE2|BMP4|TEX101|WNT11|BMP5|PZP|MUG1|APP|PGF|C1QTNF9|INHBA|VEGFB|SERPINA1D|AMBP|SERPINA9|SERPINA1F|HBEGF|R3HDML|NGF|FETUB|ITIH5|ITIH2|LOX|WAP|WNT5A|ANXA2|PDGFC|ENPP2|IFNA9|HPX|BMP3|TIMP4|HAMP|RSPO1|WFIKKN2|INHBB|BTC|PDGFA|PDGFB|IL34|TIMP3","regulation of protein metabolic process","76","ENR","GO:0051246","1.0","8.184484780995535E-15","Cluster 1","Clustered","104.02988731014209","GO:0051246","false","GO:0051246"
"1","0.9991275892066891",,"8.724107933108713E-4",,"SERPINE1|APOH|SERPINF2|KLKB1|THBS1|SERPINE2|F5|ANXA2|FGB","zymogen activation","9","ENR","GO:0031638","1.0","8.724107933108713E-4","Cluster 3","Clustered","49.383116883116884","GO:0031638","false","GO:0031638"
"1","0.9999999710644376",,"2.893556239124261E-8",,"IL17D|PGF|C1QTNF9|LEP|INHBA|VEGFB|THBS1|BAG6|HBEGF|NGF|FGF1|GDNF|CCK|FGF9|BMP2|WNT5A|BMP6|ANXA2|PDGFC|FGF21|ITLN1|ENPP2|IFNA9|HPX|BMP3|HAMP|REG1|VEGFC|RSPO1|GSN|BMP10|FGF5|CEMIP|FGF2|CCBE1|INHBB|CCN1|BTC|BMP4|PDGFA|TEX101|WNT11|PDGFB|BMP5|IL34|APP","positive regulation of protein metabolic process","46","ENR","GO:0051247","1.0","2.893556239124261E-8","Cluster 1","Clustered","103.0","GO:0051247","false","GO:0051247"
"1","0.9999999078115862",,"9.21884137434932E-8",,"FBP1|SLIT1|SLIT3|INHBA|FSTL4|HRG|BMP10|TNR|SEMA3F|SEMA3G|WNT5A|CRYAB|NTN1|SERPINE2|WNT11|SFRP1","negative regulation of cell growth","16","ENR","GO:0030308","1.0","9.21884137434932E-8","Cluster 2","Clustered","74.8717086834734","GO:0030308","false","GO:0030308"
"1","0.999997630259177",,"2.369740822987716E-6",,"LAMA5|SLIT1|SLIT3|MATN2|NOG|FSTL4|NGF|GDNF|TNR|METRN|OLFM1|SEMA3F|SEMA3G|CCK|MAPT|WNT5A|EPHB6|NTN1|TNN|LAMB2|LAMA3|APP","axonogenesis","22","ENR","GO:0007409","1.0","2.369740822987716E-6","Cluster 2","Clustered","77.72048066875654","GO:0007409","false","GO:0007409"
"1","0.9999997812870449",,"2.1871295506278235E-7",,"SERPINE1|APOH|SERPINF2|KLKB1|THBS1|SERPINE2|ANXA2|FGB","plasminogen activation","8","ENR","GO:0031639","1.0","2.1871295506278235E-7","Cluster 3","Clustered","51.92546583850932","GO:0031639","false","GO:0031639"
"1","0.9999999999999684",,"3.163896948999697E-14",,"IL17D|SERPINE1|LEP|APOH|PTH|SERPINF2|CELA1|THBS1|NOG|PLG|HRG|FGF1|GDNF|METRN|OLFM1|CCK|FGF9|BMP2|ALB|BMP6|TNN|FGF21|FAM20C|ANXA1|VEGFC|SRPX2|BMP10|TNR|FGF2|CCBE1|MAPT|CCN1|SERPINE2|BMP4|WNT11|APP|PGF|APOA5|INHBA|VEGFB|NGF|CCL11|CCL24|ANGPTL3|WNT5A|NTN1|SMOC2|ANXA2|PDGFC|ENPP2|HAMP|LBP|PRL3C1|FGB|CCL1|INHBB|IL34|MUP20","positive regulation of multicellular organismal process","58","ENR","GO:0051240","1.0","3.163896948999697E-14","Cluster 1","Clustered","102.43775100401606","GO:0051240","false","GO:0051240"
"1","0.9999999999999999",,"8.864768506045233E-17",,"REG3G|IL17D|SERPINE1|LEP|STC2|APOH|PTH|SERPINF2|THBS1|ADAMTS5|NOG|PLG|HRG|SEMA3F|CCK|BMP2|DKK4|KNG1|SFRP1|ANXA1|SLIT1|KNG2|KLKB1|ADAMTS1|FSTL4|BMP10|TNR|WNT9A|FGF2|SEMA3G|ARG1|SERPINE2|BMP4|WNT11|APP|INHBA|CCL11|COL4A2|WNT5A|NTN1|LTBP3|ANXA2|FBLN5|FSTL3|HAMP|LBP|FGB|INHBB|PDGFA|PDGFB","negative regulation of multicellular organismal process","50","ENR","GO:0051241","1.0","8.864768506045233E-17","Cluster 2","Clustered","72.84605263157894","GO:0051241","false","GO:0051241"
"1","0.991681405456729",,"0.00831859454327101",,"APOA5|LEP","regulation of intestinal cholesterol absorption","2","ENR","GO:0030300","1.0","0.00831859454327101","Cluster 5","Clustered","29.28475033738192","GO:0030300","false","GO:0030300"
"1","0.9779942108451078",,"0.022005789154892184",,"APOA5|APOH","positive regulation of lipoprotein lipase activity","2","ENR","GO:0051006","1.0","0.022005789154892184","Cluster 5","Clustered","30.0","GO:0051006","false","GO:0051006"
"1","0.9999998893799824",,"1.1062001762968684E-7",,"SERPINE1|SERPINF2|SERPINA1D|AMBP|THBS1|SERPINA9|NOG|SERPINA1F|ITIH1|R3HDML|HRG|FETUB|ITIH5|ITIH2|BMP2|CRYAB|KNG1|WFDC9|SFRP1|TIMP4|KNG2|WFDC13|WNT9A|SPOCK1|MAPT|WFIKKN2|INHBB|SERPINE2|BMP4|PZP|MUG1|APP","negative regulation of protein metabolic process","32","ENR","GO:0051248","1.0","1.1062001762968684E-7","Cluster 4","Clustered","28.93763440860215","GO:0051248","false","GO:0051248"
"1","0.9999723996973966",,"2.760030260342281E-5",,"SERPINE1|SERPINF2|HRG|METRN|OLFM1|SEMA3F|CCK|BMP2|CRYAB|BMP6|TNN|SFRP1|MYOC|ANXA1|SLIT1|SLIT3|REG1|LGALS1|ADAMTS1|FSTL4|GSN|SRPX2|BMP10|TNR|SEMA3G|SPOCK1|MAPT|SERPINE2|BMP4|SPARCL1|WNT11|BMP5|APP|FBP1|PKHD1|APOA5|INHBA|HBEGF|NGF|CCL11|CCL24|WNT5A|NTN1|ANXA2|FBLN5|LAMB2|ENPP2|HAMP|LBP|RSPO1|IGFBP4|BTC|PDGFB|GPC4","regulation of cellular component organization","54","ENR","GO:0051128","1.0","2.760030260342281E-5","Cluster 2","Clustered","77.72048066875654","GO:0051128","false","GO:0051128"
"1","0.9610603815341525",,"0.03893961846584753",,"SEMA3F|SLIT1|SEMA3G|SLIT3|WNT5A","neuron projection extension involved in neuron projection guidance","5","ENR","GO:1902284","1.0","0.03893961846584753","Cluster 2","Clustered","77.08261617900172","GO:1902284","false","GO:1902284"
"1","0.9999999999919836",,"8.016394764038224E-12",,"SERPINE1|KNG2|APOH|SERPINF2|KLKB1|THBS1|PLG|FGB|FGF2|KNG1|SERPINE2|PDGFA|ANXA2|PDGFB","negative regulation of wound healing","14","ENR","GO:0061045","1.0","8.016394764038224E-12","Cluster 3","Clustered","52.97435897435897","GO:0061045","false","GO:0061045"
"1","0.9999999999999215",,"7.852524145732401E-14",,"PGF|C1QTNF9|LEP|INHBA|PTH|VEGFB|THBS1|HBEGF|NGF|FGF1|GDNF|CCK|FGF9|BMP2|WNT5A|BMP6|ANXA2|PDGFC|FGF21|ITLN1|ENPP2|IFNA9|HPX|BMP3|REG1|VEGFC|RSPO1|BMP10|FGF5|CEMIP|FGF2|INHBB|EPHB6|CCN1|BTC|BMP4|PDGFA|TEX101|WNT11|PDGFB|BMP5|IL34|APP","positive regulation of phosphate metabolic process","43","ENR","GO:0045937","1.0","7.852524145732401E-14","Cluster 1","Clustered","102.17477562588569","GO:0045937","false","GO:0045937"
"1","0.9999994877313071",,"5.122686929060746E-7",,"LAMA5|PKHD1|MATN2|COL15A1|NOG|NGF|LAMB3|GDNF|METRN|OLFM1|SEMA3F|CCK|NTN4|WNT5A|NTN1|TNN|LAMB2|SFRP1|ENPP2|MYOC|SLIT1|SLIT3|FSTL4|OLFM4|TNR|SEMA3G|MAPT|EPHB6|LAMA3|APP","cell morphogenesis involved in differentiation","30","ENR","GO:0000904","1.0","5.122686929060746E-7","Cluster 2","Clustered","76.74899759422614","GO:0000904","false","GO:0000904"
"1","0.9999999999999981",,"1.8833055579406706E-15",,"REG3G|ANXA1|SERPINE1|KNG2|APOH|SERPINF2|KLKB1|VEGFB|THBS1|HBEGF|PLG|HRG|FGB|FGF2|KNG1|SERPINE2|SMOC2|PDGFA|ANXA2|PDGFB","regulation of wound healing","20","ENR","GO:0061041","1.0","1.8833055579406706E-15","Cluster 3","Clustered","52.12185592185592","GO:0061041","false","GO:0061041"
"1","0.9650665785370742",,"0.034933421462925794",,"OLFM1|SLIT3|BMP2|CCN1","atrioventricular valve morphogenesis","4","ENR","GO:0003181","1.0","0.034933421462925794","Cluster 3","Clustered","53.901689708141326","GO:0003181","false","GO:0003181"
"1","0.9999984772984356",,"1.5227015643555071E-6",,"LAMA5|PKHD1|KIRREL3|MATN2|COL15A1|NOG|NGF|LAMB3|CCL11|GDNF|METRN|CCL24|OLFM1|SEMA3F|CCK|NTN4|WNT5A|NTN1|TNN|LAMB2|SFRP1|ENPP2|MYOC|ANXA1|SLIT1|SLIT3|REG1|FSTL4|OLFM4|TNR|SEMA3G|MAPT|EPHB6|LAMA3|APP","cell morphogenesis","35","ENR","GO:0000902","1.0","1.5227015643555071E-6","Cluster 2","Clustered","77.73295910184443","GO:0000902","false","GO:0000902"
"1","0.999999999966251",,"3.3748977196522905E-11",,"LEP|PTH|SERPINF2|THBS1|FGF1|FGF9|BMP2|BMP6|FGF21|AGR2|SFRP1|MYOC|NENF|BMP10|WNT9A|FGF2|CCBE1|CCN1|BMP4|WNT11|BMP5|WNT5B|APP|PLA2G5|INHBA|VEGFB|EDA|HBEGF|NGF|CCL11|CCL24|WNT5A|SMOC2|PDGFC|LAMB2|HPX|BMP3|LBP|PRL3C1|RSPO1|LYPD6|FGB|CCL1|IGFBP4|ENHO|INHBB|BTC|PDGFA|PDGFB|IL34|TIMP3","positive regulation of signal transduction","51","ENR","GO:0009967","1.0","3.3748977196522905E-11","Cluster 1","Clustered","98.93953488372092","GO:0009967","false","GO:0009967"
"1","0.9999999998706641",,"1.2933583794625203E-10",,"FBP1|LEP|STC2|INHBA|AZGP1|NOG|HBEGF|NGF|HRG|OLFM1|SEMA3F|FGF9|WNT5A|CRYAB|NTN1|FBLN5|AGR2|SFRP1|SLIT1|SLIT3|HAMP|REG1|FSTL4|BMP10|TNR|FGF2|IGFBP4|SEMA3G|MAPT|SERPINE2|BMP4|WNT11|APP","regulation of growth","33","ENR","GO:0040008","1.0","1.2933583794625203E-10","Cluster 2","Clustered","76.86894664842681","GO:0040008","false","GO:0040008"
"1","0.9999999999999978",,"2.1687206619151174E-15",,"SFRP5|SERPINE1|LEP|PTH|SERPINF2|THBS1|NOG|HRG|FGF1|GDNF|GPC1|FGF9|BMP2|DKK4|BMP6|TNN|FGF21|AGR2|SFRP1|FAM20C|MYOC|BPIFB1|SMPDL3B|SLIT3|VEGFC|FSTL4|OLFM4|NENF|BMP10|WNT9A|FGF2|CCBE1|MAPT|ARG1|CCN1|SERPINE2|BMP4|WNT11|BMP5|WNT5B|APP|PLA2G5|FBP1|PKHD1|INHBA|VEGFB|EDA|HBEGF|NGF|CCL11|CCL24|LOX|TULP3|WNT5A|SMOC2|PDGFC|LAMB2|IFNA9|HPX|BMP3|FSTL3|LBP|PRL3C1|RSPO1|LYPD6|DKKL1|ADAMTSL2|VWA2|FGB|CCL1|IGFBP4|ENHO|WFIKKN2|INHBB|BTC|WIF1|PDGFA|PDGFB|GPC4|IL34|TIMP3","regulation of signal transduction","81","ENR","GO:0009966","1.0","2.1687206619151174E-15","Cluster 1","Clustered","104.38088109495295","GO:0009966","false","GO:0009966"
"1","0.9999999999951704",,"4.829611864539328E-12",,"FBP1|APOA5|LEP|STC2|INHBA|CELA1|AZGP1|NOG|HBEGF|PLG|NGF|HRG|FGF1|CCL11|OLFM1|SEMA3F|FGF9|WNT5A|CRYAB|NTN1|TNN|FBLN5|LAMB2|AGR2|SFRP1|ANXA1|SLIT1|SLIT3|HAMP|REG1|MMP13|FSTL4|BMP10|TNR|FGF2|IGFBP4|SEMA3G|MAPT|SERPINE2|BMP4|WNT11|APP|COMP","growth","43","ENR","GO:0040007","1.0","4.829611864539328E-12","Cluster 2","Clustered","77.72048066875654","GO:0040007","false","GO:0040007"
"1","0.9864217838015741",,"0.013578216198425941",,"HAMP|INHBA|BMP2|INHBB|THBS1|BMP6|BMP4|NOG|BMP5|THSD4","TGF-beta signaling pathway","10","ENR","KEGG:04350","1.0","0.013578216198425941","Cluster 2","Clustered","73.63969298245614","KEGG:04350","false","KEGG:04350"
"1","0.9664490921861095",,"0.03355090781389043",,"LEP|INHBA|KIRREL3|BAG6|NOG|GDNF|SEMA3F|TULP3|BMP2|WNT5A|LAMB2|SFRP1|ENPP2|SLIT1|GSN|TNR|FGF2|HAPLN3|INHBB|EPHB6|SERPINE2|BMP4|BMP5|CRTAC1|IL34|APP","central nervous system development","26","ENR","GO:0007417","1.0","0.03355090781389043","Cluster 2","Clustered","73.71178188899708","GO:0007417","false","GO:0007417"
"1","0.9998693484127447",,"1.306515872553761E-4",,"SLIT1|SLIT3|REG1|NGF|TNR|OLFM1|SEMA3F|SEMA3G|MAPT|WNT5A|NTN1|TNN|LAMB2","neuron projection extension","13","ENR","GO:1990138","1.0","1.306515872553761E-4","Cluster 2","Clustered","77.72048066875654","GO:1990138","false","GO:1990138"
"1","0.9991140124142384",,"8.859875857616499E-4",,"SERPINE1|APOA5|SERPINF2|NGF|HRG|CCL11|METRN|CCL24|CCK|BMP2|WNT5A|NTN1|ANXA2|TNN|ENPP2|MYOC|ANXA1|HAMP|LBP|ADAMTS1|GSN|SRPX2|BMP10|MAPT|BTC|SERPINE2|BMP4|WNT11|PDGFB|BMP5|APP","positive regulation of cellular component organization","31","ENR","GO:0051130","1.0","8.859875857616499E-4","Cluster 2","Clustered","70.82090090090091","GO:0051130","false","GO:0051130"
"1","0.9999999999996702",,"3.298589549971384E-13",,"REG3G|SFRP5|LEP|STC2|PTH|THBS1|NOG|FGF1|GDNF|GPC1|GALP|FGF9|BMP2|BMP6|FGF21|SFRP1|SFTPA1|FAM20C|ANXA1|SLIT3|REG1|MMP13|BCHE|BMP10|FGF5|FGF2|ARG1|CCN1|BMP4|BMP5|APP|COMP|APOB|FBP1|PGF|C1QTNF9|INHBA|SERPINA1D|NGF|COL4A2|LOX|ANGPTL3|CPN1|WNT5A|LTBP3|SMOC2|PDGFC|TIMP4|FSTL3|LCN8|ADAMTSL2|VWA2|FGB|LTBP4|WFIKKN2|INHBB|PDGFA|TIMP3","response to endogenous stimulus","58","ENR","GO:0009719","1.0","3.298589549971384E-13","Cluster 2","Clustered","81.82387747998607","GO:0009719","false","GO:0009719"
"1","0.9998910296930436",,"1.0897030695647441E-4",,"SERPINE1|PKHD1|LEP|INHBA|APOH|PTH|VEGFB|THBS1|NOG|NGF|HRG|GDNF|LOX|ADAMTSL4|OLFM1|CDSN|CCK|BMP2|WNT5A|CRYAB|ALB|HTRA4|FGF21|AGR2|SFRP1|ANXA1|LGALS1|DKKL1|GSN|NENF|FGB|WNT9A|FGF2|MAPT|INHBB|CCN1|BTC|BMP4|WNT11|APP|TIMP3|COMP","regulation of cell death","42","ENR","GO:0010941","1.0","1.0897030695647441E-4","Cluster 1","Clustered","88.29813124728379","GO:0010941","false","GO:0010941"
"1","0.9947599025754437",,"0.005240097424556383",,"SERPINE1|APOH|SERPINF2|KLKB1|THBS1|F5|GSN|FGB|CCBE1|CPN1|SERPINE2|ANXA2|COMP","protein processing","13","ENR","GO:0016485","1.0","0.005240097424556383","Cluster 3","Clustered","51.83220338983051","GO:0016485","false","GO:0016485"
"1","0.9993157389875501",,"6.842610124498988E-4",,"ANXA1|LEP|INHBA|LGALS1|THBS1|DKKL1|GSN|HRG|ADAMTSL4|OLFM1|CCK|MAPT|BMP2|WNT5A|INHBB|CCN1|HTRA4|BMP4|WNT11|SFRP1|APP|TIMP3","positive regulation of cell death","22","ENR","GO:0010942","1.0","6.842610124498988E-4","Cluster 7","Clustered","69.83858024691358","GO:0010942","false","GO:0010942"
"1","0.9935837302810087",,"0.006416269718991306",,"FGF2|WNT5A|THBS1|PDGFA|PDGFB|PDGFC|FGF1|IL34|APP","positive regulation of MAP kinase activity","9","ENR","GO:0043406","1.0","0.006416269718991306","Cluster 2","Clustered","87.55485148514852","GO:0043406","false","GO:0043406"
"1","0.9603244333436857",,"0.03967556665631433",,"BMP2|BMP6|DKKL1|BMP5","olefinic compound biosynthetic process","4","ENR","GO:0120255","1.0","0.03967556665631433","Cluster 2","Clustered","81.55255613951266","GO:0120255","false","GO:0120255"
"1","0.9993848737389918",,"6.15126261008212E-4",,"FGF2|BMP2|WNT5A|THBS1|BMP4|PDGFA|PDGFB|PDGFC|FGF1|IL34|SFRP1|APP","regulation of MAP kinase activity","12","ENR","GO:0043405","1.0","6.15126261008212E-4","Cluster 1","Clustered","98.4403177329326","GO:0043405","false","GO:0043405"
"1","0.9999998818236827",,"1.1817631731743531E-7",,"PLA2G5|PKHD1|LEP|SERPINF2|VEGFB|THBS1|NGF|FGF1|CCL11|CCL24|FGF9|BMP2|WNT5A|PDGFC|FGF21|SFRP1|MYOC|NENF|FGB|CCL1|FGF2|IGFBP4|CCN1|BMP4|PDGFA|PDGFB|IL34|APP|TIMP3","regulation of MAPK cascade","29","ENR","GO:0043408","1.0","1.1817631731743531E-7","Cluster 1","Clustered","99.03553719008265","GO:0043408","false","GO:0043408"
"1","0.9892595148554455",,"0.010740485144554552",,"FGF2|SEMA3F|SLIT1|SEMA3G|SERPINE1|APOH|THBS1|NOG|WNT11|HRG|BMP10|SFRP1","negative regulation of locomotion","12","ENR","GO:0040013","1.0","0.010740485144554552","Cluster 3","Clustered","50.346835443037975","GO:0040013","false","GO:0040013"
"1","0.9986669366925282",,"0.0013330633074718529",,"APOA5|LEP|HAMP","regulation of intestinal absorption","3","ENR","GO:1904478","1.0","0.0013330633074718529","Cluster 5","Clustered","30.0","GO:1904478","false","GO:1904478"
"1","1.0",,"7.769391234742159E-18",,"SERPINE1|APOH|THBS1|CXCL14|NOG|HRG|FGF1|SEMA3F|FGF9|BMP2|TNN|FGF21|SFRP1|MYOC|ANXA1|SLIT1|VEGFC|ADAMTS1|SRPX2|BMP10|TNR|MMP7|FGF5|CEMIP|FGF2|SEMA3G|CCBE1|CCN1|BMP4|TEX101|WNT11|WNT5B|LAMA3|APP|LAMA5|PGF|VEGFB|HBEGF|CCL11|CCL24|ANGPTL3|WNT5A|NTN1|SMOC2|PDGFC|ENPP2|LBP|CCL1|PDGFA|PDGFB|IL34","regulation of locomotion","51","ENR","GO:0040012","1.0","7.769391234742159E-18","Cluster 1","Clustered","104.54462224345195","GO:0040012","false","GO:0040012"
"1","1.0",,"1.1683268347548888E-18",,"SERPINE1|APOH|THBS1|CXCL14|NOG|HRG|FGF1|GDNF|SEMA3F|SAA3|FGF9|BMP2|TNN|FGF21|SFRP1|MYOC|ANXA1|SLIT1|SLIT3|VEGFC|ADAMTS1|SRPX2|BMP10|TNR|MMP7|FGF5|CEMIP|FGF2|SEMA3G|CCBE1|EPHB6|CCN1|BMP4|TEX101|WNT11|WNT5B|LAMA3|APP|LAMA5|PGF|VEGFB|MATN2|HBEGF|CCL11|CCL24|LOX|ANGPTL3|WNT5A|NTN1|SMOC2|PDGFC|LAMB2|ENPP2|LBP|CXCL1|CCL1|PDGFA|PDGFB|IL34","locomotion","59","ENR","GO:0040011","1.0","1.1683268347548888E-18","Cluster 1","Clustered","103.75352280869357","GO:0040011","false","GO:0040011"
"1","0.9974381159265824",,"0.0025618840734176612",,"FGF9|BMP2|PTH|LTBP3|BMP6|BMP4|WNT5B|COMP|WNT9A","chondrocyte differentiation","9","ENR","GO:0002062","1.0","0.0025618840734176612","Cluster 7","Clustered","58.58385093167702","GO:0002062","false","GO:0002062"
"1","0.9994495383875449",,"5.504616124551193E-4",,"FGF2|FGF9|VEGFC|WNT5A|LTBP3|BMP4|WNT11|CXCL1|NGF","regulation of stem cell proliferation","9","ENR","GO:0072091","1.0","5.504616124551193E-4","Cluster 1","Clustered","91.45945945945947","GO:0072091","false","GO:0072091"
"1","0.9999534989356035",,"4.65010643965339E-5",,"FGF2|SERPINE1|REG1|BMP2|BMP6|BMP4|WNT11|BMP5|AGR2|FAM20C","columnar/cuboidal epithelial cell differentiation","10","ENR","GO:0002065","1.0","4.65010643965339E-5","Cluster 2","Clustered","76.72425997425997","GO:0002065","false","GO:0002065"
"1","0.9984306634302519",,"0.0015693365697481026",,"FGF2|REG1|BMP2|WNT5A|BMP6|BMP4|BMP5|AGR2","glandular epithelial cell differentiation","8","ENR","GO:0002067","1.0","0.0015693365697481026","Cluster 1","Clustered","88.82120634920635","GO:0002067","false","GO:0002067"
"1","0.9999910357835008",,"8.96421649921101E-6",,"FGF2|BMP2|WNT5A|BMP4|WNT11|FGF1|GDNF","regulation of animal organ formation","7","ENR","GO:0003156","1.0","8.96421649921101E-6","Cluster 1","Clustered","105.46281610055364","GO:0003156","false","GO:0003156"
"1","0.9999999999999999",,"1.5785160484898313E-16",,"PGF|SERPINE1|VEGFB|THBS1|CXCL14|HBEGF|FGF1|CCL11|CCL24|SEMA3F|ANGPTL3|FGF9|BMP2|WNT5A|NTN1|SMOC2|PDGFC|ENPP2|MYOC|ANXA1|VEGFC|LBP|ADAMTS1|SRPX2|MMP7|CEMIP|CCL1|FGF2|SEMA3G|CCBE1|CCN1|BMP4|PDGFA|WNT11|PDGFB|WNT5B|IL34|APP","positive regulation of locomotion","38","ENR","GO:0040017","1.0","1.5785160484898313E-16","Cluster 1","Clustered","100.76865448007192","GO:0040017","false","GO:0040017"
"1","0.9999715445122065",,"2.8455487793526025E-5",,"FGF2|LAMA5|PGF|BMP2|BMP4|NOG|WNT11|FGF1|GDNF","nephron epithelium morphogenesis","9","ENR","GO:0072088","1.0","2.8455487793526025E-5","Cluster 1","Clustered","107.59969167523124","GO:0072088","false","GO:0072088"
"1","0.9611285311387082",,"0.03887146886129173",,"SLIT3|HAMP|VEGFB|MMP13|ADAMTS1|NOG|FGF1|BMP10|LOX|OLFM1|FGF2|FGF9|BMP2|WNT5A|CCN1|BMP4|WNT11|BMP5","heart development","18","ENR","GO:0007507","1.0","0.03887146886129173","Cluster 1","Clustered","106.00250626566417","GO:0007507","false","GO:0007507"
"1","0.9890660798313536",,"0.01093392016864637",,"FGF2|FGF9|VEGFC|WNT5A|LTBP3|BMP4|WNT11|CXCL1|NGF","stem cell proliferation","9","ENR","GO:0072089","1.0","0.01093392016864637","Cluster 1","Clustered","91.45945945945947","GO:0072089","false","GO:0072089"
"1","1.0",,"1.726315405433115E-21",,"SERPINE1|LEP|APOH|THBS1|CXCL14|NOG|PLG|HRG|FGF1|GDNF|GPC1|SEMA3F|SAA3|CCK|FGF9|BMP2|TNN|FGF21|SFRP1|GP2|MYOC|ANXA1|SLIT1|VEGFC|ADAMTS1|SRPX2|BMP10|TNR|MMP7|FGF5|CEMIP|FGF2|SEMA3G|CCBE1|MAPT|CCN1|BMP4|WNT11|WNT5B|LAMA3|APP|LAMA5|PGF|KIRREL3|VEGFB|MATN2|HBEGF|LAMB3|CCL11|CCL24|LOX|ANGPTL3|NTN4|WNT5A|NTN1|SMOC2|PDGFC|LAMB2|ENPP2|LBP|CXCL1|CCL1|PDGFA|PDGFB|GPC4|IL34","cell migration","66","ENR","GO:0016477","1.0","1.726315405433115E-21","Cluster 1","Clustered","105.13850931677018","GO:0016477","false","GO:0016477"
"1","0.9840565139812222",,"0.01594348601877778",,"FGF2|BMP4|NOG|WNT5B|GDNF","positive regulation of morphogenesis of an epithelium","5","ENR","GO:1905332","1.0","0.01594348601877778","Cluster 1","Clustered","99.54715341156019","GO:1905332","false","GO:1905332"
"1","0.999999999999986",,"1.3941872076856661E-14",,"PGF|C1QTNF9|LEP|INHBA|VEGFB|THBS1|HBEGF|NGF|FGF1|GDNF|CCK|FGF9|BMP2|WNT5A|BMP6|ANXA2|PDGFC|FGF21|ITLN1|ENPP2|IFNA9|HPX|BMP3|REG1|VEGFC|RSPO1|BMP10|FGF5|CEMIP|FGF2|INHBB|EPHB6|CCN1|BTC|BMP4|PDGFA|TEX101|WNT11|PDGFB|BMP5|IL34|APP","positive regulation of phosphorylation","42","ENR","GO:0042327","1.0","1.3941872076856661E-14","Cluster 1","Clustered","103.0","GO:0042327","false","GO:0042327"
"1","0.9999723023036918",,"2.7697696308218765E-5",,"FGF2|NTN4|WNT5A|BMP4|NOG|WNT5B|FGF1|GDNF|SFRP1","regulation of morphogenesis of an epithelium","9","ENR","GO:1905330","1.0","2.7697696308218765E-5","Cluster 1","Clustered","102.48204850291289","GO:1905330","false","GO:1905330"
