"__mclCluster","EnrichmentMap::Colouring (scat_u_en_2)","EnrichmentMap::ES (scat_u_en_2)","EnrichmentMap::fdr_qvalue (scat_u_en_2)","EnrichmentMap::fwer_qvalue (scat_u_en_2)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (scat_u_en_2)","EnrichmentMap::pvalue (scat_u_en_2)","MCODE::Clusters (1)","MCODE::Node Status (1)","MCODE::Score (1)","name","selected","shared name"
"1","0.9998920108219361",,"1.0798917806382211E-4",,"SLIT3|FGF9|BMP2|CCN1|ADAMTS1|BMP4|NOG|WNT11|BMP5|BMP10","cardiac chamber morphogenesis","10","ENR","GO:0003206","1.0","1.0798917806382211E-4","Cluster 2","Clustered","87.66859504132232","GO:0003206","false","GO:0003206"
"1","0.999989366516837",,"1.0633483162982957E-5",,"REG3G|LEP|THBS1|CXCL14|EDA|HRG|CCL11|CCL24|GALP|WNT5A|NTN1|KNG1|JCHAIN|BMP6|BPIFA1|WFDC9|IFNA9|HPX|GP2|BPIFB1|ANXA1|ENDOU|SMPDL3B|KNG2|HAMP|REG1|WFDC13|LGALS1|LBP|CFI|ENDOD1|GSN|CXCL1|OLFM4|PIGR|ENPP3|SECTM1B|FGB|CCL1|ARG1|EPHB6|MASP1|IL34|APP","immune response","44","ENR","GO:0006955","1.0","1.0633483162982957E-5","Cluster 5","Clustered","34.85064011379801","GO:0006955","false","GO:0006955"
"1","0.9999999980586138",,"1.9413861944664596E-9",,"REG3G|LAMA5|PGF|PKHD1|LEP|APOH|VEGFB|THBS1|NOG|FGF1|CCL11|CCL24|FGF9|BMP2|WNT5A|BMP6|SFRP1|REG1|VEGFC|PRL3C1|FGF2|IGFBP4|ARG1|BMP4|PDGFB|BMP5","epithelial cell proliferation","26","ENR","GO:0050673","1.0","1.9413861944664596E-9","Cluster 1","Clustered","101.02009925558313","GO:0050673","false","GO:0050673"
"1","0.9998857064214435",,"1.1429357855652827E-4",,"BMP2|PTH|MGP|CCN1|LTBP3|BMP6|BMP4|BGLAP2|FAM20C|COMP","regulation of biomineral tissue development","10","ENR","GO:0070167","1.0","1.1429357855652827E-4","Cluster 7","Clustered","61.57937584803257","GO:0070167","false","GO:0070167"
"1","0.9745854713944653",,"0.025414528605534708",,"BMP2|WNT5A|CCN1|NOG|BMP10","cardiac atrium morphogenesis","5","ENR","GO:0003209","1.0","0.025414528605534708","Cluster 1","Clustered","91.9741935483871","GO:0003209","false","GO:0003209"
"1","0.9999999849510077",,"1.5048992320730172E-8",,"SFRP5|FBP1|PGF|C1QTNF9|LEP|INHBA|THBS1|NOG|NGF|FGF1|GDNF|COL4A2|GPC1|LOX|FGF9|BMP2|WNT5A|LTBP3|SMOC2|BMP6|PDGFC|FGF21|SFRP1|FAM20C|ANXA1|FSTL3|SLIT3|REG1|BMP10|ADAMTSL2|VWA2|FGF5|FGB|FGF2|LTBP4|WFIKKN2|ARG1|INHBB|CCN1|BMP4|PDGFA|BMP5|APP|COMP|APOB","cellular response to endogenous stimulus","45","ENR","GO:0071495","1.0","1.5048992320730172E-8","Cluster 1","Clustered","102.98231589147287","GO:0071495","false","GO:0071495"
"1","0.9999999999398287",,"6.017128775316817E-11",,"SERPINE1|LEP|APOH|PTH|SERPINF2|THBS1|ITIH1|HRG|FGF1|GDNF|CCK|BMP2|CRYAB|KNG1|WFDC9|SFRP1|ANXA1|KNG2|WFDC13|VEGFC|GSN|CEMIP|WNT9A|FGF2|SPOCK1|MAPT|EPHB6|CCN1|SERPINE2|BMP4|WNT11|PZP|MUG1|APP|PLA2G5|C1QTNF9|APOA5|SERPINA1D|AMBP|SERPINA9|SERPINA1F|HBEGF|R3HDML|NGF|FETUB|ITIH5|CCL11|ITIH2|CCL24|WAP|ANGPTL3|WNT5A|ANXA2|PDGFC|TIMP4|CCL1|WFIKKN2|BTC|PDGFA|PDGFB|IL34|TIMP3","regulation of catalytic activity","62","ENR","GO:0050790","1.0","6.017128775316817E-11","Cluster 1","Clustered","89.63795518207283","GO:0050790","false","GO:0050790"
"1","0.9649369376674354",,"0.035063062332564614",,"APOA5|LEP","intestinal lipid absorption","2","ENR","GO:0098856","1.0","0.035063062332564614","Cluster 5","Clustered","29.28475033738192","GO:0098856","false","GO:0098856"
"1","0.9969107270126182",,"0.003089272987381774",,"BMP2|PTH|CCN1|BMP6|BMP4|FAM20C","positive regulation of biomineral tissue development","6","ENR","GO:0070169","1.0","0.003089272987381774","Cluster 2","Clustered","81.8252427184466","GO:0070169","false","GO:0070169"
"1","0.9999999996732212",,"3.2677878730999926E-10",,"REG3G|LAMA5|PGF|PKHD1|LEP|APOH|VEGFB|THBS1|NOG|FGF1|CCL11|CCL24|FGF9|BMP2|WNT5A|BMP6|SFRP1|REG1|VEGFC|PRL3C1|FGF2|ARG1|BMP4|PDGFB|BMP5","regulation of epithelial cell proliferation","25","ENR","GO:0050678","1.0","3.2677878730999926E-10","Cluster 1","Clustered","102.13399503722084","GO:0050678","false","GO:0050678"
"1","0.9999647340603699",,"3.526593963009655E-5",,"ANXA1|PGF|SERPINE1|VEGFC|LBP|VEGFB|CXCL1|CCL11|CCL24|CCL1|PDGFB|IL34|APP|GP2","myeloid leukocyte migration","14","ENR","GO:0097529","1.0","3.526593963009655E-5","Cluster 7","Clustered","56.867199391171994","GO:0097529","false","GO:0097529"
"1","0.9999999999355201",,"6.447989108957592E-11",,"REG3G|PGF|PKHD1|REG1|VEGFC|VEGFB|NOG|FGF1|CCL11|CCL24|FGF2|FGF9|BMP2|ARG1|WNT5A|BMP6|BMP4|PDGFB|BMP5|SFRP1","positive regulation of epithelial cell proliferation","20","ENR","GO:0050679","1.0","6.447989108957592E-11","Cluster 1","Clustered","103.19693272917392","GO:0050679","false","GO:0050679"
"1","0.9999966677157698",,"3.3322842301845893E-6",,"LAMA5|SLIT1|SLIT3|MATN2|NOG|FSTL4|NGF|GDNF|TNR|METRN|OLFM1|SEMA3F|SEMA3G|CCK|MAPT|WNT5A|EPHB6|NTN1|TNN|CRTAC1|LAMB2|LAMA3|APP","axon development","23","ENR","GO:0061564","1.0","3.3322842301845893E-6","Cluster 2","Clustered","76.81154771451484","GO:0061564","false","GO:0061564"
"1","0.9999826791633072",,"1.732083669277728E-5",,"ANXA1|FGF2|REG1|BMP2|TG|INHBB|BMP6|BMP4|NOG|WNT11|BMP5","endocrine system development","11","ENR","GO:0035270","1.0","1.732083669277728E-5","Cluster 1","Clustered","97.59799587385794","GO:0035270","false","GO:0035270"
"1","0.9998134682602764",,"1.8653173972355827E-4",,"FGF2|LAMA5|PGF|BMP2|BMP4|NOG|WNT11|FGF1|GDNF","renal tubule development","9","ENR","GO:0061326","1.0","1.8653173972355827E-4","Cluster 1","Clustered","107.59969167523124","GO:0061326","false","GO:0061326"
"1","0.9999997306781905",,"2.693218095381969E-7",,"REG3G|IL17D|SERPINE1|LEP|AZGP1|THBS1|CXCL14|PLG|HRG|GALP|MUC5B|KNG1|JCHAIN|BMP6|BPIFA1|WFDC9|SFRP1|FAM20C|GP2|BPIFB1|ANXA1|SMPDL3B|KNG2|REG1|WFDC13|VEGFC|LGALS1|CFI|ENDOD1|GSN|OLFM4|ENPP3|ARG1|EPHB6|BMP4|TEX101|APP|PLA2G5|PGF|INHBA|KIRREL3|VEGFB|EDA|CCL11|CCL24|LOX|WNT5A|NTN1|IFNA9|HPX|ENDOU|FSTL3|HAMP|LBP|CXCL1|PIGR|SECTM1B|FGB|CCL1|PDGFB|MASP1|IL34","immune system process","62","ENR","GO:0002376","1.0","2.693218095381969E-7","Cluster 3","Clustered","45.17418546365915","GO:0002376","false","GO:0002376"
"1","0.9999999999902033",,"9.79675734885606E-12",,"BMP3|LEP|PTH|MGP|MMP13|NOG|BMP10|MATN3|WNT9A|LOX|FGF2|FGF9|BMP2|WNT5A|CCN1|LTBP3|BMP6|BMP4|PDGFB|BMP5|WNT5B|COMP|BGN","connective tissue development","23","ENR","GO:0061448","1.0","9.79675734885606E-12","Cluster 2","Clustered","86.21523341523341","GO:0061448","false","GO:0061448"
"1","0.9780995699505937",,"0.02190043004940635",,"PGF|VEGFC|VEGFB|CCL11","mast cell migration","4","ENR","GO:0097531","1.0","0.02190043004940635","Cluster 2","Clustered","83.75543353923587","GO:0097531","false","GO:0097531"
"1","0.9999999507982658",,"4.9201734224493054E-8",,"SFRP5|FBP1|SERPINE1|LEP|THBS1|NOG|HRG|GDNF|GPC1|FGF9|BMP2|DKK4|TNN|SFRP1|MYOC|BPIFB1|SMPDL3B|FSTL3|SLIT3|DKKL1|FSTL4|OLFM4|ADAMTSL2|TNR|FGB|MAPT|WFIKKN2|ARG1|INHBB|SERPINE2|WIF1|BMP4|WNT11|BMP5|WNT5B|APP","negative regulation of signaling","36","ENR","GO:0023057","1.0","4.9201734224493054E-8","Cluster 3","Clustered","52.079147640791476","GO:0023057","false","GO:0023057"
"1","0.9999999993784026",,"6.215974307576412E-10",,"LEP|PTH|SERPINF2|THBS1|NOG|BGLAP2|FGF1|FGF9|BMP2|BMP6|FGF21|AGR2|SFRP1|MYOC|NENF|BMP10|TNR|WNT9A|FGF2|CCBE1|CCN1|SERPINE2|BMP4|WNT11|BMP5|WNT5B|APP|PLA2G5|INHBA|VEGFB|EDA|HBEGF|NGF|CCL11|CCL24|WNT5A|SMOC2|ANXA2|PDGFC|LAMB2|HPX|BMP3|LBP|PRL3C1|RSPO1|LYPD6|FGB|CCL1|IGFBP4|ENHO|INHBB|BTC|PDGFA|PDGFB|IL34|TIMP3","positive regulation of signaling","56","ENR","GO:0023056","1.0","6.215974307576412E-10","Cluster 1","Clustered","102.47758389261745","GO:0023056","false","GO:0023056"
